Year,Week,Need State,Dc Amount,Store Amt On Hand,Date
2022,27,Need State 1,3853857.75,5456624.25,2022-07-04
2022,27,Need State 2,959133.75,2546368.5,2022-07-04
2022,27,Need State 3,2145246.0,3909288.75,2022-07-04
2022,27,Need State 4,704640.0,1776132.75,2022-07-04
2022,27,Need State 5,881193.75,1776447.0,2022-07-04
2022,27,Need State 6,2732531.25,2974529.25,2022-07-04
2022,28,Need State 1,3655986.75,5566181.25,2022-07-11
2022,28,Need State 2,982161.75,2577708.75,2022-07-11
2022,28,Need State 3,1671880.5,3921411.75,2022-07-11
2022,28,Need State 4,737121.75,1810627.5,2022-07-11
2022,28,Need State 5,846811.5,1839246.75,2022-07-11
2022,28,Need State 6,2687592.0,3090195.0,2022-07-11
2022,29,Need State 1,3735090.0,5450706.75,2022-07-18
2022,29,Need State 2,966006.0,2526481.5,2022-07-18
2022,29,Need State 3,1716082.5,4397018.25,2022-07-18
2022,29,Need State 4,894835.5,1749581.25,2022-07-18
2022,29,Need State 5,756909.0,1740398.25,2022-07-18
2022,29,Need State 6,2363382.75,3163271.25,2022-07-18
2022,30,Need State 1,3462938.25,5393953.5,2022-07-25
2022,30,Need State 2,1106758.5,2582864.25,2022-07-25
2022,30,Need State 3,1996495.5,4317003.0,2022-07-25
2022,30,Need State 4,1043202.0,1718715.75,2022-07-25
2022,30,Need State 5,615459.0,1581553.5,2022-07-25
2022,30,Need State 6,2533116.0,3194526.0,2022-07-25
2022,31,Need State 1,3571481.25,5295227.25,2022-08-01
2022,31,Need State 2,1064522.25,2580941.25,2022-08-01
2022,31,Need State 3,2126226.75,4178266.5,2022-08-01
2022,31,Need State 4,902163.0,1733172.75,2022-08-01
2022,31,Need State 5,543747.0,1483065.0,2022-08-01
2022,31,Need State 6,2356187.25,3066236.25,2022-08-01
2022,32,Need State 1,3684161.25,5235033.75,2022-08-08
2022,32,Need State 2,1090215.0,2619253.5,2022-08-08
2022,32,Need State 3,2347671.75,4289967.0,2022-08-08
2022,32,Need State 4,752697.0,1755353.25,2022-08-08
2022,32,Need State 5,541208.25,1388911.5,2022-08-08
2022,32,Need State 6,2532136.5,2963931.0,2022-08-08
2022,33,Need State 1,3442376.25,5638314.75,2022-08-15
2022,33,Need State 2,888393.0,2606313.0,2022-08-15
2022,33,Need State 3,2131104.0,4464694.5,2022-08-15
2022,33,Need State 4,649293.75,1854658.5,2022-08-15
2022,33,Need State 5,458649.75,1320723.75,2022-08-15
2022,33,Need State 6,2391723.0,3130437.75,2022-08-15
2022,34,Need State 1,3329763.75,5569774.5,2022-08-22
2022,34,Need State 2,1197764.25,2652465.75,2022-08-22
2022,34,Need State 3,2275254.75,4525967.25,2022-08-22
2022,34,Need State 4,988587.75,1827985.5,2022-08-22
2022,34,Need State 5,460833.0,1245992.25,2022-08-22
2022,34,Need State 6,2472146.25,3177149.25,2022-08-22
2022,35,Need State 1,3080222.25,5395396.5,2022-08-29
2022,35,Need State 2,1425183.75,2564119.5,2022-08-29
2022,35,Need State 3,2147524.5,4389068.25,2022-08-29
2022,35,Need State 4,849573.0,1811809.5,2022-08-29
2022,35,Need State 5,458765.25,1226254.5,2022-08-29
2022,35,Need State 6,2408958.75,3234480.0,2022-08-29
2022,36,Need State 1,2894664.75,5127173.25,2022-09-05
2022,36,Need State 2,1388260.5,2567957.25,2022-09-05
2022,36,Need State 3,1989160.5,4343280.0,2022-09-05
2022,36,Need State 4,689942.25,1757538.75,2022-09-05
2022,36,Need State 5,452604.0,1189380.75,2022-09-05
2022,36,Need State 6,2381963.25,3173390.25,2022-09-05
2022,37,Need State 1,2909547.75,4976157.0,2022-09-12
2022,37,Need State 2,1446336.75,2563157.25,2022-09-12
2022,37,Need State 3,1861782.75,4360881.75,2022-09-12
2022,37,Need State 4,693429.75,1943980.5,2022-09-12
2022,37,Need State 5,433686.0,1096438.5,2022-09-12
2022,37,Need State 6,2356026.0,3044517.75,2022-09-12
2022,38,Need State 1,2665997.25,4896705.0,2022-09-19
2022,38,Need State 2,2420382.75,2582879.25,2022-09-19
2022,38,Need State 3,1953405.0,4358287.5,2022-09-19
2022,38,Need State 4,918633.0,1987367.25,2022-09-19
2022,38,Need State 5,459414.75,1007789.25,2022-09-19
2022,38,Need State 6,2128298.25,3110626.5,2022-09-19
2022,39,Need State 1,3125546.25,4772262.0,2022-09-26
2022,39,Need State 2,2772738.0,2548498.5,2022-09-26
2022,39,Need State 3,1952876.25,4318834.5,2022-09-26
2022,39,Need State 4,779666.25,2008033.5,2022-09-26
2022,39,Need State 5,488124.0,1036809.0,2022-09-26
2022,39,Need State 6,2225870.25,2984969.25,2022-09-26
2022,40,Need State 1,3316052.25,4738911.0,2022-10-03
2022,40,Need State 2,1220753.25,2636403.0,2022-10-03
2022,40,Need State 3,1999046.25,4283952.0,2022-10-03
2022,40,Need State 4,788526.0,1986626.25,2022-10-03
2022,40,Need State 5,459783.75,1005540.75,2022-10-03
2022,40,Need State 6,2364084.0,3073522.5,2022-10-03
2022,41,Need State 1,3108552.75,4722896.25,2022-10-10
2022,41,Need State 2,925930.5,3457602.0,2022-10-10
2022,41,Need State 3,1799096.25,4460423.25,2022-10-10
2022,41,Need State 4,756666.75,2111101.5,2022-10-10
2022,41,Need State 5,474422.25,998282.25,2022-10-10
2022,41,Need State 6,2197749.0,2984834.25,2022-10-10
2022,42,Need State 1,2974602.0,4689405.0,2022-10-17
2022,42,Need State 2,956215.5,3719676.75,2022-10-17
2022,42,Need State 3,1686023.25,4539787.5,2022-10-17
2022,42,Need State 4,894708.75,2016443.25,2022-10-17
2022,42,Need State 5,447094.5,984651.75,2022-10-17
2022,42,Need State 6,2357593.5,2977908.0,2022-10-17
2022,43,Need State 1,3094548.75,4710318.0,2022-10-24
2022,43,Need State 2,1251982.5,3615169.5,2022-10-24
2022,43,Need State 3,1651171.5,4468786.5,2022-10-24
2022,43,Need State 4,1019059.5,2047702.5,2022-10-24
2022,43,Need State 5,425204.25,993497.25,2022-10-24
2022,43,Need State 6,2240449.5,2997362.25,2022-10-24
2022,44,Need State 1,3277149.0,4683029.25,2022-10-31
2022,44,Need State 2,1120938.75,3600502.5,2022-10-31
2022,44,Need State 3,1602914.25,4440338.25,2022-10-31
2022,44,Need State 4,740662.5,2062043.25,2022-10-31
2022,44,Need State 5,392870.25,986224.5,2022-10-31
2022,44,Need State 6,2024869.5,2893632.0,2022-10-31
2022,45,Need State 1,3253697.25,4728150.0,2022-11-07
2022,45,Need State 2,1148763.75,3477507.0,2022-11-07
2022,45,Need State 3,1696687.5,4387307.25,2022-11-07
2022,45,Need State 4,888693.75,2121095.25,2022-11-07
2022,45,Need State 5,394463.25,974316.75,2022-11-07
2022,45,Need State 6,1934905.5,2887088.25,2022-11-07
2022,46,Need State 1,3040413.0,4689693.75,2022-11-14
2022,46,Need State 2,1074644.25,3561352.5,2022-11-14
2022,46,Need State 3,1698433.5,4358831.25,2022-11-14
2022,46,Need State 4,928443.0,2069559.0,2022-11-14
2022,46,Need State 5,396126.75,955153.5,2022-11-14
2022,46,Need State 6,2851314.75,2827403.25,2022-11-14
2022,47,Need State 1,2987834.25,4711697.25,2022-11-21
2022,47,Need State 2,1167133.5,3458940.0,2022-11-21
2022,47,Need State 3,1679232.75,4304484.75,2022-11-21
2022,47,Need State 4,1058195.25,2025606.75,2022-11-21
2022,47,Need State 5,406467.0,952746.75,2022-11-21
2022,47,Need State 6,3103967.25,2958375.0,2022-11-21
2022,48,Need State 1,3661065.75,4780105.5,2022-11-28
2022,48,Need State 2,1260875.25,3466088.25,2022-11-28
2022,48,Need State 3,1726206.0,4247920.5,2022-11-28
2022,48,Need State 4,1134112.5,2100576.75,2022-11-28
2022,48,Need State 5,384168.0,935305.5,2022-11-28
2022,48,Need State 6,2974010.25,3147202.5,2022-11-28
2022,49,Need State 1,3625352.25,4795374.0,2022-12-05
2022,49,Need State 2,1102058.25,3331992.75,2022-12-05
2022,49,Need State 3,1645620.0,4218468.75,2022-12-05
2022,49,Need State 4,1003352.25,2067252.75,2022-12-05
2022,49,Need State 5,442544.25,922007.25,2022-12-05
2022,49,Need State 6,3165899.25,3272988.75,2022-12-05
2022,50,Need State 1,3471038.25,4865055.0,2022-12-12
2022,50,Need State 2,1209084.0,3287280.75,2022-12-12
2022,50,Need State 3,1750675.5,4267512.75,2022-12-12
2022,50,Need State 4,830849.25,2041471.5,2022-12-12
2022,50,Need State 5,407373.75,908010.0,2022-12-12
2022,50,Need State 6,2837478.0,3338643.0,2022-12-12
2022,51,Need State 1,3183523.5,5007082.5,2022-12-19
2022,51,Need State 2,1025874.0,3043881.75,2022-12-19
2022,51,Need State 3,1733886.0,4136390.25,2022-12-19
2022,51,Need State 4,827518.5,2099023.5,2022-12-19
2022,51,Need State 5,419194.5,900613.5,2022-12-19
2022,51,Need State 6,2421537.0,3229501.5,2022-12-19
2022,52,Need State 1,3028526.25,4985010.75,2022-12-26
2022,52,Need State 2,1076429.25,2886888.0,2022-12-26
2022,52,Need State 3,1668416.25,4010820.75,2022-12-26
2022,52,Need State 4,773016.0,2134194.0,2022-12-26
2022,52,Need State 5,434809.5,887407.5,2022-12-26
2022,52,Need State 6,2306871.0,3233525.25,2022-12-26
2023,1,Need State 1,2685176.25,4910420.25,2023-01-02
2023,1,Need State 2,1146417.0,2801016.75,2023-01-02
2023,1,Need State 3,1968624.0,4040217.75,2023-01-02
2023,1,Need State 4,904818.75,2166131.25,2023-01-02
2023,1,Need State 5,397647.0,871163.25,2023-01-02
2023,1,Need State 6,1933833.75,3069187.5,2023-01-02
2023,2,Need State 1,2561793.0,5006653.5,2023-01-09
2023,2,Need State 2,1058606.25,3000030.0,2023-01-09
2023,2,Need State 3,2008068.75,3970191.75,2023-01-09
2023,2,Need State 4,740275.5,2126724.75,2023-01-09
2023,2,Need State 5,397470.75,850779.75,2023-01-09
2023,2,Need State 6,2018610.0,3040745.25,2023-01-09
2023,3,Need State 1,2429256.0,5026343.25,2023-01-16
2023,3,Need State 2,1053596.25,2974675.5,2023-01-16
2023,3,Need State 3,1919332.5,3895132.5,2023-01-16
2023,3,Need State 4,848645.25,2109055.5,2023-01-16
2023,3,Need State 5,367659.0,847217.25,2023-01-16
2023,3,Need State 6,1839330.75,2930940.0,2023-01-16
2023,4,Need State 1,2412513.0,4955513.25,2023-01-23
2023,4,Need State 2,1078356.0,2832075.75,2023-01-23
2023,4,Need State 3,1830279.0,3760122.75,2023-01-23
2023,4,Need State 4,909053.25,1976418.75,2023-01-23
2023,4,Need State 5,449280.75,818187.0,2023-01-23
2023,4,Need State 6,1751251.5,2863371.0,2023-01-23
2023,5,Need State 1,2492638.5,4900383.75,2023-01-30
2023,5,Need State 2,1141356.75,2697529.5,2023-01-30
2023,5,Need State 3,1676644.5,3825588.75,2023-01-30
2023,5,Need State 4,842921.25,1948036.5,2023-01-30
2023,5,Need State 5,589465.5,802232.25,2023-01-30
2023,5,Need State 6,2009590.5,2746979.25,2023-01-30
2023,6,Need State 1,2230342.5,5088563.25,2023-02-06
2023,6,Need State 2,1097309.25,2796938.25,2023-02-06
2023,6,Need State 3,1651904.25,4093663.5,2023-02-06
2023,6,Need State 4,789990.0,2087362.5,2023-02-06
2023,6,Need State 5,909300.0,825597.0,2023-02-06
2023,6,Need State 6,2030033.25,2798814.0,2023-02-06
2023,7,Need State 1,2440125.75,5251161.75,2023-02-13
2023,7,Need State 2,1166010.0,2784809.25,2023-02-13
2023,7,Need State 3,1812268.5,4045340.25,2023-02-13
2023,7,Need State 4,896537.25,2217171.0,2023-02-13
2023,7,Need State 5,890652.0,847074.0,2023-02-13
2023,7,Need State 6,1815568.5,2821093.5,2023-02-13
2023,8,Need State 1,2501891.25,5243783.25,2023-02-20
2023,8,Need State 2,1150257.75,2768440.5,2023-02-20
2023,8,Need State 3,1771330.5,3939936.0,2023-02-20
2023,8,Need State 4,948733.5,2139426.0,2023-02-20
2023,8,Need State 5,692556.0,802491.75,2023-02-20
2023,8,Need State 6,1580766.75,2697485.25,2023-02-20
2023,9,Need State 1,3217599.75,5384493.75,2023-02-27
2023,9,Need State 2,973191.0,3038168.25,2023-02-27
2023,9,Need State 3,1758748.5,4254617.25,2023-02-27
2023,9,Need State 4,777046.5,2053258.5,2023-02-27
2023,9,Need State 5,694999.5,1054866.0,2023-02-27
2023,9,Need State 6,1548116.25,2876903.25,2023-02-27
2023,10,Need State 1,3518763.75,5390856.75,2023-03-06
2023,10,Need State 2,1151317.5,3083718.75,2023-03-06
2023,10,Need State 3,1657672.5,4260697.5,2023-03-06
2023,10,Need State 4,913407.0,2038203.75,2023-03-06
2023,10,Need State 5,1021075.5,1045353.0,2023-03-06
2023,10,Need State 6,2560869.0,2827509.0,2023-03-06
2023,11,Need State 1,3397206.0,5571762.0,2023-03-13
2023,11,Need State 2,1108060.5,2977509.0,2023-03-13
2023,11,Need State 3,1476519.0,4225311.0,2023-03-13
2023,11,Need State 4,838152.0,1970043.0,2023-03-13
2023,11,Need State 5,1064807.25,1064654.25,2023-03-13
2023,11,Need State 6,2658912.75,2931255.0,2023-03-13
2023,12,Need State 1,2698265.25,5648067.0,2023-03-20
2023,12,Need State 2,1129199.25,2981382.0,2023-03-20
2023,12,Need State 3,1425175.5,4231951.5,2023-03-20
2023,12,Need State 4,859779.0,1948406.25,2023-03-20
2023,12,Need State 5,2111475.75,1118236.5,2023-03-20
2023,12,Need State 6,2168091.75,3273117.0,2023-03-20
2023,13,Need State 1,3158437.5,6180496.5,2023-03-27
2023,13,Need State 2,1267627.5,2941261.5,2023-03-27
2023,13,Need State 3,1428066.75,4152274.5,2023-03-27
2023,13,Need State 4,822052.5,1962693.75,2023-03-27
2023,13,Need State 5,2072829.0,1645695.0,2023-03-27
2023,13,Need State 6,2234192.25,3660209.25,2023-03-27
2023,14,Need State 1,3855705.0,6094402.5,2023-04-03
2023,14,Need State 2,1291778.25,2901647.25,2023-04-03
2023,14,Need State 3,1456476.75,4103604.0,2023-04-03
2023,14,Need State 4,854073.0,1923116.25,2023-04-03
2023,14,Need State 5,2560203.75,1824270.0,2023-04-03
2023,14,Need State 6,2343484.5,3675897.75,2023-04-03
2023,15,Need State 1,5030837.25,6053844.75,2023-04-10
2023,15,Need State 2,1089825.0,3007368.0,2023-04-10
2023,15,Need State 3,1494264.0,4040763.75,2023-04-10
2023,15,Need State 4,881612.25,2040567.0,2023-04-10
2023,15,Need State 5,2159019.75,3129303.75,2023-04-10
2023,15,Need State 6,2573414.25,3649539.75,2023-04-10
2023,16,Need State 1,4238141.25,6152012.25,2023-04-17
2023,16,Need State 2,1045601.25,3201684.0,2023-04-17
2023,16,Need State 3,1431959.25,3990035.25,2023-04-17
2023,16,Need State 4,782655.75,1954765.5,2023-04-17
2023,16,Need State 5,2117635.5,3420489.75,2023-04-17
2023,16,Need State 6,2983295.25,3777342.0,2023-04-17
2023,17,Need State 1,3847645.5,6788016.75,2023-04-24
2023,17,Need State 2,933551.25,3304561.5,2023-04-24
2023,17,Need State 3,1569234.75,4029068.25,2023-04-24
2023,17,Need State 4,765595.5,1935546.75,2023-04-24
2023,17,Need State 5,2152863.75,3359925.0,2023-04-24
2023,17,Need State 6,2629606.5,3767298.0,2023-04-24
2023,18,Need State 1,3618423.0,6619290.0,2023-05-01
2023,18,Need State 2,1016901.0,3289032.75,2023-05-01
2023,18,Need State 3,1763937.75,4136326.5,2023-05-01
2023,18,Need State 4,890931.75,1913772.0,2023-05-01
2023,18,Need State 5,2732151.0,3216064.5,2023-05-01
2023,18,Need State 6,2783209.5,4032750.0,2023-05-01
2023,19,Need State 1,3430333.5,6432805.5,2023-05-08
2023,19,Need State 2,913278.75,3264470.25,2023-05-08
2023,19,Need State 3,1689355.5,4042740.0,2023-05-08
2023,19,Need State 4,785277.75,1879980.0,2023-05-08
2023,19,Need State 5,3832422.0,3197670.75,2023-05-08
2023,19,Need State 6,2710388.25,3939514.5,2023-05-08
2023,20,Need State 1,3674338.5,6110029.5,2023-05-15
2023,20,Need State 2,1048827.0,3289570.5,2023-05-15
2023,20,Need State 3,1359511.5,4089228.0,2023-05-15
2023,20,Need State 4,730473.75,1909666.5,2023-05-15
2023,20,Need State 5,3488066.25,2999379.0,2023-05-15
2023,20,Need State 6,2288479.5,3891006.75,2023-05-15
2023,21,Need State 1,3849968.25,5903399.25,2023-05-22
2023,21,Need State 2,910810.5,3201299.25,2023-05-22
2023,21,Need State 3,1303293.0,4389885.0,2023-05-22
2023,21,Need State 4,639576.75,1926390.0,2023-05-22
2023,21,Need State 5,2868719.25,2870152.5,2023-05-22
2023,21,Need State 6,1974603.75,3997932.75,2023-05-22
2023,22,Need State 1,3583233.75,5852058.75,2023-05-29
2023,22,Need State 2,1030058.25,3198989.25,2023-05-29
2023,22,Need State 3,1432830.75,4318233.75,2023-05-29
2023,22,Need State 4,688359.75,1881789.75,2023-05-29
2023,22,Need State 5,3174200.25,3235680.75,2023-05-29
2023,22,Need State 6,2111937.0,3787126.5,2023-05-29
2023,23,Need State 1,3596845.5,5992884.75,2023-06-05
2023,23,Need State 2,945119.25,3145630.5,2023-06-05
2023,23,Need State 3,1321146.0,4227395.25,2023-06-05
2023,23,Need State 4,702827.25,1871404.5,2023-06-05
2023,23,Need State 5,3005011.5,3053439.75,2023-06-05
2023,23,Need State 6,1786518.75,3656977.5,2023-06-05
2023,24,Need State 1,2982873.0,5929123.5,2023-06-12
2023,24,Need State 2,906209.25,3200705.25,2023-06-12
2023,24,Need State 3,1280101.5,4204266.0,2023-06-12
2023,24,Need State 4,797844.75,1874183.25,2023-06-12
2023,24,Need State 5,2925531.0,2989061.25,2023-06-12
2023,24,Need State 6,1386597.75,3607308.75,2023-06-12
2023,25,Need State 1,2719136.25,6273795.75,2023-06-19
2023,25,Need State 2,824258.25,3178018.5,2023-06-19
2023,25,Need State 3,1244274.0,4104301.5,2023-06-19
2023,25,Need State 4,534352.5,1920629.25,2023-06-19
2023,25,Need State 5,2823924.0,3015936.75,2023-06-19
2023,25,Need State 6,1949538.0,3740592.0,2023-06-19
2023,26,Need State 1,2796876.75,6259001.25,2023-06-26
2023,26,Need State 2,885282.75,3141670.5,2023-06-26
2023,26,Need State 3,1558986.0,4079300.25,2023-06-26
2023,26,Need State 4,717048.75,1901064.75,2023-06-26
2023,26,Need State 5,2585373.75,3000201.0,2023-06-26
2023,26,Need State 6,1763100.0,3776910.0,2023-06-26
2023,27,Need State 1,3023767.5,6118750.5,2023-07-03
2023,27,Need State 2,905992.5,3072729.75,2023-07-03
2023,27,Need State 3,1835859.75,4000703.25,2023-07-03
2023,27,Need State 4,674379.0,1827056.25,2023-07-03
2023,27,Need State 5,2379864.0,2928231.0,2023-07-03
2023,27,Need State 6,1697682.75,3707270.25,2023-07-03
2023,28,Need State 1,3168278.25,6047895.0,2023-07-10
2023,28,Need State 2,891232.5,3050556.0,2023-07-10
2023,28,Need State 3,1212879.0,4021671.75,2023-07-10
2023,28,Need State 4,676046.25,1811348.25,2023-07-10
2023,28,Need State 5,2156871.0,2591512.5,2023-07-10
2023,28,Need State 6,1617044.25,3627236.25,2023-07-10
2023,29,Need State 1,2650710.0,5961830.25,2023-07-17
2023,29,Need State 2,869301.75,3004700.25,2023-07-17
2023,29,Need State 3,1250692.5,4552430.25,2023-07-17
2023,29,Need State 4,689622.0,1833916.5,2023-07-17
2023,29,Need State 5,2092743.0,2560828.5,2023-07-17
2023,29,Need State 6,1132342.5,3702616.5,2023-07-17
2023,30,Need State 1,3139342.5,6084506.25,2023-07-24
2023,30,Need State 2,827696.25,3030429.0,2023-07-24
2023,30,Need State 3,1354209.0,4498290.0,2023-07-24
2023,30,Need State 4,697680.75,1801557.0,2023-07-24
2023,30,Need State 5,1943230.5,2424017.25,2023-07-24
2023,30,Need State 6,1141673.25,3720034.5,2023-07-24
2023,31,Need State 1,3175792.5,5911157.25,2023-07-31
2023,31,Need State 2,1013453.25,3099784.5,2023-07-31
2023,31,Need State 3,1551147.75,4378878.0,2023-07-31
2023,31,Need State 4,818582.25,1801709.25,2023-07-31
2023,31,Need State 5,1833880.5,2335992.0,2023-07-31
2023,31,Need State 6,924150.0,3634200.0,2023-07-31
2023,32,Need State 1,2821797.75,5842101.0,2023-08-07
2023,32,Need State 2,823203.0,3127488.75,2023-08-07
2023,32,Need State 3,1093608.0,4335534.0,2023-08-07
2023,32,Need State 4,686121.75,1771965.75,2023-08-07
2023,32,Need State 5,1731748.5,2165239.5,2023-08-07
2023,32,Need State 6,921566.25,3503353.5,2023-08-07
2023,33,Need State 1,2643208.5,6276078.0,2023-08-14
2023,33,Need State 2,811423.5,3365649.75,2023-08-14
2023,33,Need State 3,1091835.75,4851850.5,2023-08-14
2023,33,Need State 4,682984.5,1837731.75,2023-08-14
2023,33,Need State 5,1649125.5,2146356.75,2023-08-14
2023,33,Need State 6,913493.25,3508635.0,2023-08-14
2023,34,Need State 1,2648890.5,6414123.0,2023-08-21
2023,34,Need State 2,804647.25,3359758.5,2023-08-21
2023,34,Need State 3,1087815.75,4776393.0,2023-08-21
2023,34,Need State 4,753938.25,1993696.5,2023-08-21
2023,34,Need State 5,1592987.25,2009585.25,2023-08-21
2023,34,Need State 6,1167948.0,3622168.5,2023-08-21
2023,35,Need State 1,2479165.5,6547731.0,2023-08-28
2023,35,Need State 2,1156338.75,3317178.75,2023-08-28
2023,35,Need State 3,1306881.0,4692345.75,2023-08-28
2023,35,Need State 4,834726.75,1942001.25,2023-08-28
2023,35,Need State 5,1546667.25,1949164.5,2023-08-28
2023,35,Need State 6,1030852.5,3590436.75,2023-08-28
2023,36,Need State 1,2300062.5,6333866.25,2023-09-04
2023,36,Need State 2,1301664.75,3288483.0,2023-09-04
2023,36,Need State 3,1189347.75,4604033.25,2023-09-04
2023,36,Need State 4,751458.0,1954796.25,2023-09-04
2023,36,Need State 5,1517832.75,1905132.0,2023-09-04
2023,36,Need State 6,701696.25,3629950.5,2023-09-04
2023,37,Need State 1,2185227.0,6104029.5,2023-09-11
2023,37,Need State 2,1609150.5,3322784.25,2023-09-11
2023,37,Need State 3,1328611.5,4671575.25,2023-09-11
2023,37,Need State 4,755162.25,1997831.25,2023-09-11
2023,37,Need State 5,1501643.25,1794207.0,2023-09-11
2023,37,Need State 6,724006.5,3502062.75,2023-09-11
2023,38,Need State 1,2169018.0,6068694.0,2023-09-18
2023,38,Need State 2,2515116.75,3394207.5,2023-09-18
2023,38,Need State 3,1380191.25,4693923.75,2023-09-18
2023,38,Need State 4,817476.75,2023952.25,2023-09-18
2023,38,Need State 5,1476577.5,1657944.0,2023-09-18
2023,38,Need State 6,699891.0,3572568.75,2023-09-18
2023,39,Need State 1,2101831.5,5972203.5,2023-09-25
2023,39,Need State 2,2156817.0,3331006.5,2023-09-25
2023,39,Need State 3,1110234.75,4701059.25,2023-09-25
2023,39,Need State 4,750872.25,1918959.75,2023-09-25
2023,39,Need State 5,1426885.5,1442409.75,2023-09-25
2023,39,Need State 6,631127.25,3481461.0,2023-09-25
2023,40,Need State 1,2196104.25,5952818.25,2023-10-02
2023,40,Need State 2,995430.75,3338073.75,2023-10-02
2023,40,Need State 3,1053929.25,4648060.5,2023-10-02
2023,40,Need State 4,681066.0,1958751.0,2023-10-02
2023,40,Need State 5,1386183.75,1373699.25,2023-10-02
2023,40,Need State 6,787549.5,3506608.5,2023-10-02
2023,41,Need State 1,2191140.0,5903348.25,2023-10-09
2023,41,Need State 2,1084670.25,4117591.5,2023-10-09
2023,41,Need State 3,1180187.25,4954347.0,2023-10-09
2023,41,Need State 4,737967.0,1948076.25,2023-10-09
2023,41,Need State 5,1352883.75,1329480.75,2023-10-09
2023,41,Need State 6,756188.25,3502093.5,2023-10-09
